dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-01,   0.0,N,  , 1, 32.3,Y, 1, 19.7,Y, 1, 20.0,Y,  7.6,Y,  3.6,Y,  9.4,Y, 11.2,Y, 22.3,Y, 22.3,Y, 14.8,Y,  7.6,Y,ESE  ,Y,S    ,Y,SSE  ,Y,ESE  ,Y,N    ,Y,NNE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-02,   0.0,N,  , 1, 31.7,Y, 1, 20.7,Y, 1, 20.0,Y,  7.6,Y,  7.6,Y,  9.4,Y, 11.2,Y, 18.4,Y, 16.6,Y, 13.0,Y,  7.6,Y,E    ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,E    ,Y,E    ,Y,ENE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-03,   0.0,N,  , 1, 31.8,Y, 1, 20.4,Y, 1, 19.8,Y,  7.6,Y,  7.6,Y,  9.4,Y, 13.0,Y, 14.8,Y, 13.0,Y, 11.2,Y,  7.6,Y,ESE  ,Y,ESE  ,Y,SSE  ,Y,SSE  ,Y,E    ,Y,ENE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-04,   0.0,N,  , 1, 31.8,Y, 1, 20.6,Y, 1, 19.9,Y,  9.4,Y,  9.4,Y,  9.4,Y, 11.2,Y, 13.0,Y, 14.8,Y, 13.0,Y,  7.6,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-05,   0.0,N,  , 1, 32.3,Y, 1, 20.1,Y, 1, 20.4,Y, 11.2,Y,  7.6,Y,  7.6,Y,  7.6,Y, 16.6,Y, 29.5,Y, 18.4,Y,  9.4,Y,E    ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,NE   ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-06,   0.0,N,  , 1, 30.4,Y, 1, 20.7,Y, 1, 21.4,Y,  5.4,Y,  5.4,Y,  9.4,Y, 11.2,Y, 22.3,Y, 25.9,Y, 18.4,Y,  9.4,Y,SE   ,Y,E    ,Y,SE   ,Y,ENE  ,Y,N    ,Y,N    ,Y,NNE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-07,   0.2,N,  , 1, 33.4,Y, 1, 19.9,Y, 1, 20.3,Y,  7.6,Y,  7.6,Y,  9.4,Y, 13.0,Y, 16.6,Y, 27.7,Y, 24.1,Y, 13.0,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,NNE  ,Y,N    ,Y,N    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-08,   0.0,N,  , 1, 30.7,Y, 1, 20.9,Y, 1, 21.0,Y,  7.6,Y,  7.6,Y,  9.4,Y,  7.6,Y, 13.0,Y, 18.4,Y, 14.8,Y,  9.4,Y,ESE  ,Y,ESE  ,Y,SSE  ,Y,NW   ,Y,NW   ,Y,N    ,Y,N    ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-09,   0.0,N,  , 1, 32.5,Y, 1, 21.2,Y, 1, 21.5,Y,  7.6,Y,  7.6,Y,  9.4,Y, 11.2,Y, 11.2,Y, 22.3,Y, 16.6,Y,  9.4,Y,ENE  ,Y,ESE  ,Y,ESE  ,Y,SSE  ,Y,E    ,Y,N    ,Y,N    ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-10,   0.0,N,  , 1, 34.1,Y, 1, 20.8,Y, 1, 17.7,Y,  7.6,Y,  9.4,Y,  5.4,Y, 14.8,Y, 16.6,Y, 16.6,Y, 13.0,Y, 11.2,Y,E    ,Y,SSE  ,Y,SSW  ,Y,ESE  ,Y,E    ,Y,E    ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-11,   0.0,N,  , 1, 33.0,Y, 1, 21.7,Y, 1, 19.0,Y, 11.2,Y, 11.2,Y,  9.4,Y, 11.2,Y, 13.0,Y, 24.1,Y,  9.4,Y, 13.0,Y,E    ,Y,ESE  ,Y,E    ,Y,E    ,Y,E    ,Y,NNE  ,Y,ENE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-12,   0.0,N,  , 1, 33.0,Y, 1, 21.8,Y, 1, 20.0,Y, 11.2,Y, 11.2,Y,  9.4,Y, 14.8,Y, 18.4,Y, 20.5,Y, 18.4,Y, 11.2,Y,SE   ,Y,ESE  ,Y,E    ,Y,NE   ,Y,E    ,Y,NNE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-13,   0.0,N,  , 1, 33.0,Y, 1, 21.0,Y, 1, 21.0,Y,  7.6,Y,  7.6,Y,  7.6,Y, 13.0,Y, 18.4,Y, 24.1,Y, 14.8,Y, 11.2,Y,E    ,Y,E    ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,NNE  ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-14,   0.0,N,  , 1, 32.6,Y, 1, 20.6,Y, 1, 21.0,Y, 11.2,Y,  7.6,Y,  7.6,Y, 13.0,Y, 18.4,Y, 24.1,Y, 13.0,Y, 11.2,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,E    ,Y,NE   ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-15,   0.0,N,  , 1, 32.9,Y, 1, 21.5,Y, 1, 20.3,Y,  7.6,Y,  7.6,Y,  7.6,Y, 16.6,Y, 14.8,Y, 18.4,Y,  9.4,Y,  7.6,Y,E    ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,E    ,Y,NE   ,Y,ENE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-16,   0.0,N,  , 1, 32.3,Y, 1, 20.8,Y, 1, 20.1,Y,  9.4,Y,  7.6,Y,  7.6,Y,  9.4,Y, 14.8,Y, 16.6,Y, 11.2,Y, 11.2,Y,E    ,Y,E    ,Y,SE   ,Y,E    ,Y,ENE  ,Y,NE   ,Y,ENE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-17,   0.0,N,  , 1, 31.7,Y, 1, 20.3,Y, 1, 19.3,Y,  5.4,Y,  7.6,Y,  9.4,Y, 14.8,Y, 18.4,Y, 14.8,Y, 14.8,Y, 13.0,Y,E    ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-18,   0.0,N,  , 1, 32.3,Y, 1, 20.8,Y, 1, 20.0,Y,  9.4,Y,  5.4,Y, 11.2,Y, 13.0,Y, 20.5,Y, 27.7,Y, 11.2,Y,  7.6,Y,E    ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,E    ,Y,N    ,Y,ENE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-19,   0.0,N,  , 1, 32.8,Y, 1, 21.7,Y, 1, 20.8,Y,  9.4,Y,  7.6,Y,  9.4,Y, 14.8,Y, 16.6,Y, 14.8,Y, 18.4,Y, 11.2,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,E    ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-20,   0.0,N,  , 1, 32.1,Y, 1, 20.6,Y, 1, 21.5,Y,  5.4,Y,  7.6,Y,  9.4,Y,  9.4,Y, 25.9,Y, 25.9,Y, 20.5,Y,  7.6,Y,E    ,Y,ESE  ,Y,SSE  ,Y,ENE  ,Y,N    ,Y,N    ,Y,NNE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-21,   0.0,N,  , 1, 32.2,Y, 1, 22.2,Y, 1, 21.9,Y,  7.6,Y,  9.4,Y,  9.4,Y,  9.4,Y, 25.9,Y, 27.7,Y, 24.1,Y, 16.6,Y,ENE  ,Y,E    ,Y,SE   ,Y,E    ,Y,NNE  ,Y,N    ,Y,N    ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-22,   0.0,N,  , 1, 30.7,Y, 1, 22.1,Y, 1, 21.7,Y, 13.0,Y,  7.6,Y,  9.4,Y,  7.6,Y, 14.8,Y, 24.1,Y, 22.3,Y, 13.0,Y,NNE  ,Y,E    ,Y,SE   ,Y,WSW  ,Y,NNW  ,Y,N    ,Y,NNE  ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-23,   0.0,N,  , 1, 30.8,Y, 1, 23.4,Y, 1, 21.1,Y,  7.6,Y,  9.4,Y, 14.8,Y, 13.0,Y, 16.6,Y, 20.5,Y, 13.0,Y,  7.6,Y,NE   ,Y,NE   ,Y,N    ,Y,N    ,Y,NNW  ,Y,N    ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-24,   0.0,N,  , 1, 34.4,Y, 1, 20.8,Y, 1, 19.4,Y,  7.6,Y,  3.6,Y,  7.6,Y, 11.2,Y, 22.3,Y, 16.6,Y, 11.2,Y, 11.2,Y,SE   ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,E    ,Y,E    ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-25,   0.0,N,  , 1, 33.7,Y, 1, 23.7,Y, 1, 20.0,Y,  9.4,Y,  9.4,Y, 13.0,Y, 14.8,Y, 13.0,Y, 25.9,Y, 18.4,Y,  7.6,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,NE   ,Y,NNE  ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-26,   0.0,N,  , 1, 32.8,Y, 1, 22.5,Y, 1, 22.4,Y,  5.4,Y,  7.6,Y,  7.6,Y, 14.8,Y, 25.9,Y, 27.7,Y, 11.2,Y,  7.6,Y,ENE  ,Y,SSE  ,Y,ESE  ,Y,NNE  ,Y,N    ,Y,N    ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-27,   0.0,N,  , 1, 34.0,Y, 1, 25.4,Y, 1, 19.0,Y,  7.6,Y, 13.0,Y, 11.2,Y, 25.9,Y, 24.1,Y, 18.4,Y, 16.6,Y, 18.4,Y,ESE  ,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-28,   0.0,N,  , 1, 34.4,Y, 1, 22.3,Y, 1, 14.3,Y, 13.0,Y, 11.2,Y, 13.0,Y, 24.1,Y, 20.5,Y, 16.6,Y, 16.6,Y, 14.8,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,E    ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-29,   0.0,N,  , 1, 34.3,Y, 1, 20.8,Y, 1, 16.4,Y, 13.0,Y, 14.8,Y,  5.4,Y, 13.0,Y, 16.6,Y, 18.4,Y, 11.2,Y, 11.2,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,ENE  ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-09-30,   0.0,N,  , 1, 33.7,Y, 1, 21.8,Y, 1, 21.2,Y,  9.4,Y,  3.6,Y,  5.4,Y, 14.8,Y, 18.4,Y, 25.9,Y, 14.8,Y, 11.2,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,NE   ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-01,   0.0,N,  , 1, 33.2,Y, 1, 22.5,Y, 1, 21.2,Y,  9.4,Y,  7.6,Y,  7.6,Y, 14.8,Y, 20.5,Y, 18.4,Y, 16.6,Y,  7.6,Y,ENE  ,Y,E    ,Y,E    ,Y,NE   ,Y,NE   ,Y,NE   ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-02,   0.0,N,  , 1, 32.8,Y, 1, 21.5,Y, 1, 22.0,Y,  7.6,Y,  5.4,Y,  7.6,Y, 14.8,Y, 24.1,Y, 22.3,Y, 20.5,Y,  7.6,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,NNE  ,Y,NNE  ,Y,N    ,Y,NNE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-03,   0.0,N,  , 1, 32.0,Y, 1, 21.7,Y, 1, 22.4,Y,  9.4,Y,  0.0,Y,  7.6,Y,  9.4,Y, 13.0,Y, 24.1,Y, 14.8,Y,  9.4,Y,ESE  ,Y,CALM ,Y,ESE  ,Y,N    ,Y,NW   ,Y,N    ,Y,NNE  ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-04,   0.0,N,  , 1, 35.4,Y, 1, 22.1,Y, 1, 20.2,Y,  7.6,Y,  5.4,Y,  1.8,Y, 13.0,Y, 20.5,Y, 20.5,Y, 14.8,Y, 14.8,Y,ENE  ,Y,S    ,Y,SE   ,Y,SE   ,Y,E    ,Y,E    ,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-05,   0.0,N,  , 1, 35.4,Y, 1, 24.0,Y, 1, 15.8,Y, 13.0,Y,  9.4,Y,  7.6,Y, 18.4,Y, 24.1,Y, 22.3,Y, 18.4,Y, 20.5,Y,SE   ,Y,SE   ,Y,SSE  ,Y,ESE  ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-06,   0.0,N,  , 1, 35.4,Y, 1, 20.4,Y, 1, 13.4,Y, 14.8,Y,  0.0,Y, 13.0,Y, 14.8,Y, 20.5,Y, 16.6,Y, 13.0,Y, 14.8,Y,SE   ,Y,CALM ,Y,SSW  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-07,   0.0,N,  , 1, 35.1,Y, 1, 19.1,Y, 1, 18.3,Y, 13.0,Y,  7.6,Y, 11.2,Y, 13.0,Y, 14.8,Y, 24.1,Y, 13.0,Y, 11.2,Y,SE   ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,NNE  ,Y,NE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-08,   0.0,N,  , 1, 35.3,Y, 1, 21.8,Y, 1, 18.9,Y,  7.6,Y,  9.4,Y,  3.6,Y, 13.0,Y, 16.6,Y, 16.6,Y, 11.2,Y, 16.6,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,ENE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-09,   0.0,N,  , 1, 35.7,Y, 1, 19.6,Y, 1, 15.9,Y, 14.8,Y,  0.0,Y,  0.0,Y, 20.5,Y, 20.5,Y, 18.4,Y, 14.8,Y, 14.8,Y,SE   ,Y,CALM ,Y,CALM ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-10,   0.0,N,  , 1, 32.7,Y, 1, 20.8,Y, 1, 21.1,Y, 11.2,Y,  5.4,Y, 13.0,Y, 11.2,Y, 13.0,Y, 27.7,Y, 18.4,Y, 11.2,Y,SE   ,Y,SE   ,Y,SE   ,Y,ENE  ,Y,NE   ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-11,   0.0,N,  , 1, 32.3,Y, 1, 20.8,Y, 1, 21.4,Y,  7.6,Y,  5.4,Y,  7.6,Y, 14.8,Y, 25.9,Y, 27.7,Y, 20.5,Y,  9.4,Y,E    ,Y,SE   ,Y,SSE  ,Y,NE   ,Y,NNE  ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-12,   0.0,N,  , 1, 31.3,Y, 1, 21.3,Y, 1, 21.5,Y,  7.6,Y,  7.6,Y,  7.6,Y, 14.8,Y, 20.5,Y, 27.7,Y, 24.1,Y,  7.6,Y,ENE  ,Y,ENE  ,Y,E    ,Y,NNE  ,Y,N    ,Y,N    ,Y,NNE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-13,   0.0,N,  , 1, 31.2,Y, 1, 21.0,Y, 1, 21.4,Y,  9.4,Y,  9.4,Y,  7.6,Y, 14.8,Y, 18.4,Y, 22.3,Y, 16.6,Y, 11.2,Y,ENE  ,Y,E    ,Y,SE   ,Y,NE   ,Y,N    ,Y,N    ,Y,N    ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-14,   0.0,N,  , 1, 31.2,Y, 1, 20.5,Y, 1, 21.1,Y,  9.4,Y,  9.4,Y, 11.2,Y, 11.2,Y, 16.6,Y, 20.5,Y, 16.6,Y,  9.4,Y,E    ,Y,ENE  ,Y,SE   ,Y,NNW  ,Y,NNW  ,Y,N    ,Y,NNE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-15,   0.0,N,  , 1, 31.6,Y, 1, 21.2,Y, 1, 21.2,Y,  7.6,Y,  7.6,Y,  7.6,Y,  7.6,Y, 13.0,Y, 20.5,Y,  9.4,Y,  7.6,Y,E    ,Y,E    ,Y,SSE  ,Y,NW   ,Y,NW   ,Y,N    ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-16,   0.0,N,  , 1, 36.5,Y, 1, 23.4,Y, 1, 20.4,Y, 11.2,Y,  7.6,Y, 13.0,Y, 11.2,Y, 16.6,Y, 27.7,Y, 14.8,Y, 11.2,Y,SE   ,Y,E    ,Y,ENE  ,Y,E    ,Y,E    ,Y,N    ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-17,   0.0,N,  , 1, 34.6,Y, 1, 22.4,Y, 1, 18.2,Y, 16.6,Y,  7.6,Y,  0.0,Y, 14.8,Y, 24.1,Y, 20.5,Y, 18.4,Y, 14.8,Y,SE   ,Y,ESE  ,Y,CALM ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-18,   0.0,N,  , 1, 35.7,Y, 1, 17.4,Y, 1, 14.0,Y,  9.4,Y,  5.4,Y,  0.0,Y, 18.4,Y, 22.3,Y, 20.5,Y, 14.8,Y, 14.8,Y,SSE  ,Y,ESE  ,Y,CALM ,Y,SE   ,Y,SSE  ,Y,ENE  ,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-19,   0.0,N,  , 1, 34.4,Y, 1, 19.6,Y, 1, 20.0,Y, 13.0,Y,  0.0,Y,  0.0,Y, 16.6,Y, 14.8,Y, 27.7,Y, 20.5,Y, 11.2,Y,SE   ,Y,CALM ,Y,CALM ,Y,ESE  ,Y,ESE  ,Y,NNE  ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-20,   0.2,N,  , 1, 33.0,Y, 1, 25.1,Y, 1, 21.0,Y,  9.4,Y, 11.2,Y,  7.6,Y, 16.6,Y, 24.1,Y, 24.1,Y, 14.8,Y, 11.2,Y,SE   ,Y,SE   ,Y,ESE  ,Y,E    ,Y,NE   ,Y,E    ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-21,   0.0,N,  , 1, 31.7,Y, 1, 23.8,Y, 1, 20.3,Y,  9.4,Y,  7.6,Y,  7.6,Y, 16.6,Y, 13.0,Y, 24.1,Y, 20.5,Y, 11.2,Y,E    ,Y,E    ,Y,E    ,Y,NE   ,Y,E    ,Y,NE   ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-22,   0.0,N,  , 1, 32.2,Y, 1, 21.9,Y, 1, 19.7,Y,  9.4,Y,  7.6,Y,  7.6,Y, 14.8,Y, 14.8,Y, 18.4,Y, 11.2,Y,  7.6,Y,SE   ,Y,SE   ,Y,E    ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-23,   0.0,N,  , 1, 33.3,Y, 1, 20.5,Y, 1, 20.1,Y, 14.8,Y,  9.4,Y,  7.6,Y, 14.8,Y, 18.4,Y, 29.5,Y, 14.8,Y,  9.4,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,NNE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-24,   0.0,N,  , 1, 33.5,Y, 1, 20.3,Y, 1, 19.9,Y,  7.6,Y,  7.6,Y,  7.6,Y, 14.8,Y, 14.8,Y, 29.5,Y, 20.5,Y, 11.2,Y,E    ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,ENE  ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-25,   0.0,N,  , 1, 32.8,Y, 1, 20.5,Y, 1, 20.7,Y,  5.4,Y,  5.4,Y,  9.4,Y, 11.2,Y, 27.7,Y, 31.3,Y, 18.4,Y, 11.2,Y,SE   ,Y,NNE  ,Y,SE   ,Y,ESE  ,Y,N    ,Y,N    ,Y,NNE  ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-26,   0.0,N,  , 1, 31.6,Y, 1, 20.8,Y, 1, 21.1,Y,  9.4,Y,  7.6,Y,  9.4,Y, 16.6,Y, 25.9,Y, 25.9,Y, 24.1,Y, 11.2,Y,ENE  ,Y,E    ,Y,NE   ,Y,NNE  ,Y,N    ,Y,N    ,Y,N    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-27,   0.0,N,  , 1, 31.4,Y, 1, 24.8,Y, 1, 20.5,Y, 13.0,Y, 14.8,Y, 14.8,Y, 13.0,Y, 14.8,Y, 27.7,Y, 13.0,Y,  7.6,Y,NE   ,Y,NNE  ,Y,NNW  ,Y,WNW  ,Y,NW   ,Y,N    ,Y,NE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-28,   0.0,N,  , 1, 31.6,Y, 1, 22.3,Y, 1, 21.6,Y,  9.4,Y, 11.2,Y,  9.4,Y,  9.4,Y, 13.0,Y, 18.4,Y, 20.5,Y, 11.2,Y,ENE  ,Y,NE   ,Y,SSE  ,Y,WNW  ,Y,NW   ,Y,N    ,Y,NNE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-29,   0.0,N,  , 1, 31.8,Y, 1, 23.1,Y, 1, 22.1,Y,  9.4,Y,  7.6,Y,  5.4,Y, 13.0,Y, 27.7,Y, 29.5,Y, 18.4,Y,  9.4,Y,E    ,Y,E    ,Y,E    ,Y,N    ,Y,N    ,Y,N    ,Y,NNE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2009-10-30,   0.0,N,  , 1, 32.5,Y, 1, 21.9,Y, 1, 21.7,Y,  7.6,Y,  7.6,Y,  7.6,Y, 13.0,Y, 18.4,Y, 29.5,Y, 13.0,Y,  9.4,Y,ENE  ,Y,E    ,Y,ESE  ,Y,NNW  ,Y,NNE  ,Y,NNE  ,Y,NE   ,Y,ENE  ,Y,#
