dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-27,   1.2,N,  , 1, 32.5,Y, 1, 24.8,Y, 1, 23.9,Y, 13.0,Y,  9.4,Y,  5.4,Y,  9.4,Y,  9.4,Y, 11.2,Y, 11.2,Y,  7.6,Y,ESE  ,Y,S    ,Y,SSW  ,Y,E    ,Y,E    ,Y,N    ,Y,NE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-28,   0.0,N,  , 1, 31.8,Y, 1, 26.0,Y, 1, 24.1,Y,  3.6,Y,  7.6,Y,  7.6,Y,  5.4,Y,  3.6,Y, 13.0,Y,  9.4,Y,  9.4,Y,ENE  ,Y,ESE  ,Y,SSE  ,Y,ENE  ,Y,NNE  ,Y,N    ,Y,N    ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-29,   1.4,N,  , 1, 32.5,Y, 1, 25.3,Y, 1, 24.4,Y,  7.6,Y,  5.4,Y,  7.6,Y,  7.6,Y, 11.2,Y, 13.0,Y,  7.6,Y,  0.0,Y,N    ,Y,NNW  ,Y,SW   ,Y,W    ,Y,ENE  ,Y,NNE  ,Y,N    ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-30,  15.2,N,  , 1, 33.4,Y, 1, 24.2,Y, 1, 24.3,Y,  3.6,Y,  3.6,Y,  1.8,Y, 11.2,Y, 11.2,Y,  9.4,Y,  7.6,Y, 11.2,Y,SE   ,Y,NW   ,Y,N    ,Y,S    ,Y,ESE  ,Y,NE   ,Y,ENE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-03-31,   0.0,N,  , 1, 30.2,Y, 1, 26.1,Y, 1, 23.6,Y, 13.0,Y, 13.0,Y,  0.0,Y, 14.8,Y, 16.6,Y, 14.8,Y, 18.4,Y, 14.8,Y,SSE  ,Y,SE   ,Y,CALM ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-01,   3.8,N,  , 1, 32.7,Y, 1, 24.3,Y, 1, 22.6,Y, 11.2,Y,  9.4,Y,  7.6,Y, 13.0,Y, 16.6,Y,  7.6,Y,  9.4,Y,  5.4,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,NE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-02,   0.4,N,  , 1, 32.5,Y, 1, 24.7,Y, 1, 22.4,Y,  9.4,Y,  7.6,Y,  7.6,Y, 16.6,Y, 18.4,Y, 16.6,Y, 13.0,Y, 13.0,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ENE  ,Y,NE   ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-03,   0.0,N,  , 1, 32.6,Y, 1, 24.3,Y, 1, 23.0,Y, 13.0,Y,  3.6,Y,  7.6,Y, 18.4,Y, 16.6,Y, 11.2,Y, 11.2,Y, 20.5,Y,SSE  ,Y,SSW  ,Y,S    ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-04,  30.2,N,  , 1, 31.9,Y, 1, 24.6,Y, 1, 23.9,Y,  7.6,Y,  9.4,Y, 11.2,Y, 13.0,Y, 16.6,Y, 14.8,Y,  9.4,Y, 16.6,Y,SSW  ,Y,S    ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,ENE  ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-05,   2.6,N,  , 1, 28.2,Y, 1, 25.6,Y, 1, 24.5,Y,  9.4,Y, 13.0,Y, 13.0,Y,  9.4,Y,  7.6,Y,  7.6,Y,  9.4,Y,  9.4,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-06,   9.0,N,  , 1, 32.3,Y, 1, 24.9,Y, 1, 23.8,Y,  9.4,Y, 11.2,Y, 11.2,Y, 18.4,Y, 13.0,Y, 11.2,Y,  7.6,Y, 16.6,Y,SSE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,NE   ,Y,SSW  ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-07,   2.2,N,  , 1, 32.4,Y, 1, 24.4,Y, 1, 23.1,Y,  7.6,Y,  5.4,Y,  7.6,Y, 11.2,Y, 22.3,Y, 18.4,Y,  9.4,Y, 16.6,Y,SSW  ,Y,SW   ,Y,SW   ,Y,S    ,Y,SE   ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-08,   0.0,N,  , 1, 32.2,Y, 1, 23.3,Y, 1, 22.4,Y, 13.0,Y, 11.2,Y,  9.4,Y, 16.6,Y, 24.1,Y, 14.8,Y, 20.5,Y, 18.4,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ENE  ,Y,E    ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-09,   1.0,N,  , 1, 31.3,Y, 1, 24.6,Y, 1, 23.0,Y, 13.0,Y, 13.0,Y,  7.6,Y, 13.0,Y, 16.6,Y, 29.5,Y, 14.8,Y, 11.2,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-10,  20.8,N,  , 1, 29.6,Y, 1, 23.6,Y, 1, 23.4,Y, 18.4,Y,  7.6,Y,  7.6,Y, 11.2,Y, 14.8,Y, 14.8,Y, 14.8,Y, 11.2,Y,ESE  ,Y,S    ,Y,SW   ,Y,SE   ,Y,E    ,Y,NE   ,Y,ESE  ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-11,   0.0,N,  , 1, 32.6,Y, 1, 23.5,Y, 1, 23.2,Y, 11.2,Y, 11.2,Y,  5.4,Y, 18.4,Y, 20.5,Y, 11.2,Y, 13.0,Y, 14.8,Y,SSE  ,Y,SSE  ,Y,S    ,Y,SE   ,Y,SE   ,Y,E    ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-12,   0.4,N,  , 1, 31.2,Y, 1, 25.1,Y, 1, 23.4,Y, 14.8,Y, 11.2,Y, 11.2,Y, 20.5,Y, 20.5,Y, 16.6,Y, 22.3,Y, 13.0,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,E    ,Y,E    ,Y,SSE  ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-13,   0.0,N,  , 1, 31.5,Y, 1, 24.7,Y, 1, 23.2,Y, 13.0,Y, 11.2,Y, 14.8,Y, 13.0,Y, 22.3,Y, 22.3,Y, 11.2,Y, 13.0,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,SSE  ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-14,   0.0,N,  , 1, 29.0,Y, 1, 24.5,Y, 1, 23.3,Y, 11.2,Y, 13.0,Y, 13.0,Y, 20.5,Y, 20.5,Y, 18.4,Y, 11.2,Y, 11.2,Y,SE   ,Y,S    ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-15,   0.2,N,  , 1, 29.7,Y, 1, 24.2,Y, 1, 23.3,Y, 11.2,Y, 11.2,Y,  7.6,Y, 20.5,Y, 14.8,Y,  9.4,Y,  9.4,Y,  5.4,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,SSW  ,Y,SSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-16,   5.8,N,  , 1, 31.9,Y, 1, 23.9,Y, 1, 23.6,Y, 14.8,Y, 13.0,Y,  7.6,Y, 18.4,Y, 14.8,Y, 20.5,Y,  9.4,Y, 13.0,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,NNE  ,Y,NNW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-17,  49.0,N,  , 1, 31.7,Y, 1, 23.0,Y, 1, 23.5,Y,  9.4,Y,  7.6,Y,  7.6,Y, 11.2,Y, 13.0,Y,  7.6,Y,  7.6,Y,  0.0,Y,NE   ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,E    ,Y,E    ,Y,NNE  ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-18,   0.0,N,  , 1, 31.1,Y, 1, 24.4,Y, 1, 23.7,Y,  7.6,Y,  7.6,Y,  7.6,Y, 13.0,Y, 14.8,Y, 13.0,Y,  7.6,Y,  1.8,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,NE   ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-19,   0.0,N,  , 1, 30.6,Y, 1, 24.7,Y, 1, 23.1,Y,  9.4,Y,  9.4,Y,  9.4,Y, 13.0,Y, 13.0,Y, 11.2,Y,  3.6,Y, 18.4,Y,ESE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,E    ,Y,ENE  ,Y,NNE  ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-20,   4.4,N,  , 1, 30.9,Y, 1, 23.1,Y, 1, 22.0,Y,  5.4,Y,  9.4,Y,  7.6,Y, 16.6,Y, 14.8,Y, 14.8,Y,  9.4,Y,  0.0,Y,SW   ,Y,ESE  ,Y,SSE  ,Y,SE   ,Y,E    ,Y,ENE  ,Y,NE   ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-21,   0.0,N,  , 1, 30.9,Y, 1, 21.6,Y, 1, 21.7,Y,  7.6,Y,  5.4,Y,  0.0,Y, 13.0,Y, 14.8,Y, 14.8,Y, 13.0,Y,  9.4,Y,S    ,Y,SE   ,Y,CALM ,Y,SSE  ,Y,ESE  ,Y,NE   ,Y,NE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-22,   0.0,N,  , 1, 31.3,Y, 1, 22.5,Y, 1, 20.9,Y, 13.0,Y, 11.2,Y,  9.4,Y, 13.0,Y, 16.6,Y, 16.6,Y,  7.6,Y, 14.8,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,ESE  ,Y,ENE  ,Y,E    ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-23,   0.0,N,  , 1, 31.2,Y, 1, 21.5,Y, 1, 20.6,Y, 14.8,Y,  9.4,Y,  9.4,Y, 13.0,Y, 16.6,Y, 14.8,Y, 14.8,Y, 11.2,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-24,   0.0,N,  , 1, 30.4,Y, 1, 22.4,Y, 1, 21.4,Y, 18.4,Y, 14.8,Y, 11.2,Y, 20.5,Y, 16.6,Y, 20.5,Y,  9.4,Y,  5.4,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,SE   ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-25,   0.0,N,  , 1, 31.2,Y, 1, 21.9,Y, 1, 22.3,Y,  9.4,Y,  9.4,Y,  7.6,Y, 20.5,Y, 18.4,Y, 14.8,Y,  5.4,Y,  7.6,Y,SSE  ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,SSW  ,Y,SSW  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-26,   0.0,N,  , 1, 31.4,Y, 1, 22.5,Y, 1, 21.9,Y, 14.8,Y, 11.2,Y,  9.4,Y, 16.6,Y, 14.8,Y, 11.2,Y,  7.6,Y,  7.6,Y,SE   ,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,N    ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-27,   0.0,N,  , 1, 31.5,Y, 1, 22.7,Y, 1, 21.6,Y, 14.8,Y,  9.4,Y,  9.4,Y, 13.0,Y, 14.8,Y, 13.0,Y,  5.4,Y,  7.6,Y,SE   ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,NE   ,Y,N    ,Y,NE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-28,   0.0,N,  , 1, 31.0,Y, 1, 22.2,Y, 1, 21.7,Y, 11.2,Y,  9.4,Y,  7.6,Y, 16.6,Y, 11.2,Y, 14.8,Y,  7.6,Y,  0.0,Y,SE   ,Y,ESE  ,Y,SSE  ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,N    ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-29,   0.0,N,  , 1, 31.8,Y, 1, 22.6,Y, 1, 21.7,Y,  7.6,Y,  3.6,Y,  1.8,Y, 13.0,Y, 14.8,Y,  9.4,Y,  5.4,Y,  3.6,Y,E    ,Y,ESE  ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,N    ,Y,NNE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-04-30,   0.0,N,  , 1, 32.9,Y, 1, 23.7,Y, 1, 22.5,Y,  0.0,Y,  7.6,Y,  5.4,Y,  9.4,Y, 11.2,Y, 13.0,Y,  5.4,Y,  3.6,Y,CALM ,Y,E    ,Y,SSE  ,Y,E    ,Y,E    ,Y,E    ,Y,NE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-01,   0.0,N,  , 1, 32.2,Y, 1, 23.7,Y, 1, 23.2,Y, 14.8,Y,  7.6,Y,  5.4,Y,  9.4,Y, 13.0,Y, 11.2,Y,  7.6,Y,  0.0,Y,ESE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,NE   ,Y,NNW  ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-02,   0.0,N,  , 1, 32.1,Y, 1, 23.6,Y, 1, 23.9,Y,  1.8,Y,  0.0,Y,  3.6,Y,  9.4,Y, 11.2,Y, 13.0,Y,  7.6,Y,  7.6,Y,SSW  ,Y,CALM ,Y,SSW  ,Y,ESE  ,Y,ENE  ,Y,ENE  ,Y,N    ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-03,   0.0,N,  , 1, 32.2,Y, 1, 23.9,Y, 1, 23.8,Y,  0.0,Y,  5.4,Y,  7.6,Y, 14.8,Y, 13.0,Y, 13.0,Y,  5.4,Y, 11.2,Y,CALM ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,NNE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-04,   0.0,N,  , 1, 32.3,Y, 1, 23.7,Y, 1, 22.7,Y,  9.4,Y, 11.2,Y,  7.6,Y, 18.4,Y, 16.6,Y, 14.8,Y,  7.6,Y, 14.8,Y,SE   ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,NE   ,Y,ENE  ,Y,ESE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-05,   0.0,N,  , 1, 33.6,Y, 1, 23.0,Y, 1, 20.7,Y, 14.8,Y, 13.0,Y,  7.6,Y, 16.6,Y, 20.5,Y, 18.4,Y, 18.4,Y, 13.0,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-06,   0.0,N,  , 1, 32.1,Y, 1, 22.0,Y, 1, 20.2,Y, 11.2,Y, 13.0,Y,  7.6,Y, 14.8,Y, 18.4,Y, 13.0,Y, 13.0,Y, 13.0,Y,SSE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,SE   ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-07,   0.0,N,  , 1, 32.1,Y, 1, 21.2,Y, 1, 20.8,Y, 11.2,Y, 13.0,Y,  5.4,Y, 14.8,Y, 22.3,Y, 11.2,Y,  9.4,Y, 13.0,Y,SSE  ,Y,SE   ,Y,S    ,Y,SE   ,Y,ESE  ,Y,ENE  ,Y,ENE  ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-08,   0.0,N,  , 1, 31.9,Y, 1, 22.1,Y, 1, 21.5,Y, 13.0,Y, 14.8,Y,  7.6,Y, 18.4,Y, 14.8,Y, 13.0,Y,  5.4,Y,  9.4,Y,SE   ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,E    ,Y,ENE  ,Y,NNE  ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-09,   0.0,N,  , 1, 33.5,Y, 1, 21.7,Y, 1, 21.4,Y, 11.2,Y,  5.4,Y,  7.6,Y, 14.8,Y, 14.8,Y,  9.4,Y,  9.4,Y,  0.0,Y,SE   ,Y,SE   ,Y,S    ,Y,SSE  ,Y,ESE  ,Y,ENE  ,Y,NE   ,Y,CALM ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-10,   0.0,N,  , 1, 32.6,Y, 1, 20.9,Y, 1, 21.6,Y, 13.0,Y,  5.4,Y,  7.6,Y, 11.2,Y, 14.8,Y, 14.8,Y,  9.4,Y,  9.4,Y,E    ,Y,SE   ,Y,SSW  ,Y,SSE  ,Y,ESE  ,Y,E    ,Y,NNE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-11,   0.0,N,  , 1, 30.9,Y, 1, 23.2,Y, 1, 21.6,Y, 16.6,Y, 11.2,Y,  9.4,Y, 13.0,Y, 16.6,Y, 14.8,Y, 13.0,Y, 16.6,Y,SE   ,Y,ESE  ,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,E    ,Y,E    ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-12,   0.0,N,  , 1, 32.0,Y, 1, 24.0,Y, 1, 21.6,Y, 16.6,Y, 14.8,Y, 11.2,Y, 20.5,Y, 16.6,Y, 13.0,Y,  9.4,Y, 18.4,Y,SSE  ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,E    ,Y,E    ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-13,   0.0,N,  , 1, 31.8,Y, 1, 23.0,Y, 1, 22.3,Y, 11.2,Y, 14.8,Y,  9.4,Y, 14.8,Y, 14.8,Y, 13.0,Y, 11.2,Y, 11.2,Y,SE   ,Y,SE   ,Y,SSE  ,Y,E    ,Y,ESE  ,Y,ENE  ,Y,NE   ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-14,   0.0,N,  , 1, 31.1,Y, 1, 24.6,Y, 1, 22.9,Y, 11.2,Y, 11.2,Y, 11.2,Y, 18.4,Y, 16.6,Y, 16.6,Y, 13.0,Y,  7.6,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,E    ,Y,ESE  ,Y,ESE  ,Y,SSE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-15,   7.4,N,  , 1, 29.6,Y, 1, 23.9,Y, 1, 23.5,Y,  9.4,Y,  5.4,Y,  7.6,Y, 14.8,Y, 18.4,Y, 14.8,Y,  9.4,Y,  9.4,Y,SSE  ,Y,SSW  ,Y,SE   ,Y,ESE  ,Y,NE   ,Y,ENE  ,Y,ENE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-16,   0.0,N,  , 1, 30.6,Y, 1, 24.2,Y, 1, 23.1,Y, 11.2,Y, 13.0,Y, 11.2,Y, 14.8,Y, 14.8,Y, 13.0,Y, 13.0,Y,  9.4,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,ENE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-17,   0.0,N,  , 1, 31.8,Y, 1, 23.9,Y, 1, 23.5,Y, 16.6,Y, 13.0,Y,  9.4,Y, 14.8,Y, 20.5,Y, 14.8,Y,  9.4,Y,  9.4,Y,ESE  ,Y,ESE  ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,E    ,Y,E    ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-18,   0.0,N,  , 1, 30.8,Y, 1, 23.4,Y, 1, 22.7,Y, 13.0,Y,  9.4,Y,  9.4,Y, 20.5,Y, 13.0,Y, 13.0,Y,  5.4,Y,  9.4,Y,ESE  ,Y,E    ,Y,SSE  ,Y,ESE  ,Y,E    ,Y,NE   ,Y,NNE  ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-19,   0.0,N,  , 1, 31.5,Y, 1, 23.4,Y, 1, 22.5,Y, 16.6,Y, 14.8,Y,  9.4,Y, 16.6,Y, 16.6,Y, 11.2,Y,  7.6,Y,  1.8,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,ENE  ,Y,NNE  ,Y,E    ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-20,   0.0,N,  , 1, 31.6,Y, 1, 23.0,Y, 1, 22.5,Y, 14.8,Y,  5.4,Y,  7.6,Y, 11.2,Y, 13.0,Y, 14.8,Y,  9.4,Y,  9.4,Y,ESE  ,Y,SE   ,Y,SSE  ,Y,SE   ,Y,E    ,Y,ENE  ,Y,NE   ,Y,ENE  ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-21,   0.0,N,  , 1, 32.4,Y, 1, 23.6,Y, 1, 22.5,Y, 11.2,Y,  9.4,Y,  5.4,Y, 11.2,Y, 14.8,Y, 13.0,Y, 14.8,Y, 14.8,Y,SE   ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,NE   ,Y,ENE  ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-22,   0.0,N,  , 1, 32.9,Y, 1, 22.5,Y, 1, 20.7,Y, 11.2,Y, 11.2,Y,  9.4,Y, 16.6,Y, 24.1,Y, 18.4,Y, 16.6,Y, 16.6,Y,SSE  ,Y,SSE  ,Y,S    ,Y,SE   ,Y,ESE  ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2007-05-23,   0.0,N,  , 1, 32.8,Y, 1, 20.4,Y, 1, 18.4,Y, 11.2,Y,  7.6,Y,  7.6,Y, 13.0,Y, 22.3,Y, 22.3,Y, 16.6,Y, 14.8,Y,SSE  ,Y,S    ,Y,SSW  ,Y,SSE  ,Y,ESE  ,Y,SE   ,Y,SE   ,Y,SSE  ,Y,#
