dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Relative humidity for observation at 09 hours Local Time in percentage %,Quality of relative humidity for observation at 09 hours Local Time,Relative humidity for observation at 15 hours Local Time in percentage %,Quality of relative humidity for observation at 15 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-02-29,  42.0,N,  , 1, 30.6,Y, 1, 24.0,Y, 1, 25.7,S, 92,S, 94,S, 20.5,Y, 20.5,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-01,  29.4,N,  , 1, 28.6,Y, 1, 24.1,Y, 1, 25.2,S, 96,S, 87,S, 11.2,Y, 22.3,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-02,   0.8,N,  , 1, 31.4,Y, 1, 24.9,Y, 1, 24.9,S, 87,S, 82,S,  9.4,Y, 24.1,Y,SSE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-03,   0.0,N,  , 1, 31.8,Y, 1, 24.7,Y, 1, 25.0,S, 84,S, 79,S,  7.6,Y, 20.5,Y,W    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-04,   0.0,N,  , 1, 31.6,Y, 1, 24.2,Y, 1, 24.8,S, 84,S, 89,S, 11.2,Y,  9.4,Y,S    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-05,   5.4,N,  , 1, 31.0,Y, 1, 24.5,Y, 1, 24.6,S, 89,S, 83,S,  0.0,Y, 13.0,Y,CALM ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-06,   8.2,N,  , 1, 30.4,Y, 1, 24.2,Y, 1, 25.0,S, 85,S, 92,S, 18.4,Y, 24.1,Y,SW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-07,  29.0,N,  , 1, 27.2,Y, 1, 23.9,Y, 1, 24.5,S, 99,S, 94,S, 13.0,Y, 11.2,Y,SSE  ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-08,  17.4,N,  , 1, 28.2,Y, 1, 24.2,Y, 1, 24.7,S, 96,S, 90,S, 14.8,Y, 14.8,Y,NE   ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-09,  32.2,N,  , 1, 27.7,Y, 1, 24.2,Y, 1, 24.5,S, 98,S, 89,S, 14.8,Y,  7.6,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-10,  33.2,N,  , 1, 30.5,Y, 1, 23.2,Y, 1, 24.9,S, 99,S, 76,S,  7.6,Y, 16.6,Y,E    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-11,  22.0,N,  , 1, 31.8,Y, 1, 23.9,Y, 1, 25.0,S, 83,S, 74,S,  7.6,Y, 16.6,Y,S    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-12,   0.0,N,  , 1, 31.8,Y, 1, 24.3,Y, 1, 25.3,S, 80,S, 76,S, 11.2,Y, 16.6,Y,SE   ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-13,   7.0,N,  , 1, 32.1,Y, 1, 23.9,Y, 1, 25.2,S, 82,S, 70,S,  7.6,Y, 20.5,Y,ESE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-14,   8.6,N,  , 1, 31.7,Y, 1, 24.1,Y, 1, 24.9,S, 86,S, 75,S, 11.2,Y, 20.5,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-15,   0.0,N,  , 1, 32.4,Y, 1, 24.5,Y, 1, 24.9,S, 80,S, 66,S,  7.6,Y, 24.1,Y,ENE  ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-16,   0.0,N,  , 1, 32.4,Y, 1, 24.6,Y, 1, 24.7,S, 80,S, 88,S,  9.4,Y,  7.6,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-17,   1.2,N,  , 1, 31.0,Y, 1, 24.2,Y, 1, 25.0,S, 83,S, 74,S, 11.2,Y, 14.8,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-18,   1.4,N,  , 1, 32.2,Y, 1, 24.8,Y, 1, 24.7,S, 79,S, 77,S, 13.0,Y, 13.0,Y,ESE  ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-19,   0.6,N,  , 1, 32.3,Y, 1, 24.1,Y, 1, 24.9,S, 78,S, 72,S, 11.2,Y, 18.4,Y,E    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-20,   1.2,N,  , 1, 32.7,Y, 1, 24.3,Y, 1, 24.8,S, 79,S, 67,S, 11.2,Y, 20.5,Y,ESE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-21,   5.6,N,  , 1, 32.1,Y, 1, 25.0,Y, 1, 26.3,S,   , , 76,S,  3.6,Y, 18.4,Y,WNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-22,   1.6,N,  , 1, 31.7,Y, 1, 24.1,Y, 1, 24.5,S, 81,S, 70,S,  0.0,Y, 11.2,Y,CALM ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-23,   0.0,N,  , 1, 31.8,Y, 1, 24.8,Y, 1, 24.3,S, 75,S, 79,S,  9.4,Y,  9.4,Y,N    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-24,   0.0,N,  , 1, 33.1,Y, 1, 24.7,Y, 1, 25.5,S, 74,S, 98,S, 11.2,Y, 24.1,Y,NE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-25,   0.0,N,  , 1, 32.3,Y, 1, 24.8,Y, 1, 25.3,S, 85,S, 75,S,  7.6,Y, 16.6,Y,NNW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-26,   0.0,N,  , 1, 32.2,Y, 1, 24.3,Y, 1, 25.2,S, 76,S, 77,S,  9.4,Y, 14.8,Y,N    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-27,   0.0,N,  , 1, 31.9,Y, 1, 24.0,Y, 1, 24.7,S, 80,S, 74,S,  7.6,Y, 16.6,Y,NE   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-28,   1.8,N,  , 1, 33.1,Y, 1, 25.0,Y, 1, 25.1,S, 81,S, 65,S,  9.4,Y, 24.1,Y,ESE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-29,   1.4,N,  , 1, 33.5,Y, 1, 24.4,Y, 1, 25.1,S, 78,S, 86,S, 11.2,Y, 22.3,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-30,   0.8,N,  , 1, 33.5,Y, 1, 23.6,Y, 1, 23.5,S, 78,S, 60,S, 11.2,Y, 20.5,Y,ESE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-03-31,   0.0,N,  , 1, 34.1,Y, 1, 23.7,Y, 1, 22.5,S, 77,S, 57,S,  9.4,Y, 13.0,Y,SSE  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-01,   0.0,N,  , 1, 33.4,Y, 1, 22.4,Y, 1, 23.5,S, 82,S, 66,S, 13.0,Y, 22.3,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-02,   3.0,N,  , 1, 28.8,Y, 1, 24.7,Y, 1, 25.1,S, 96,S, 96,S,  7.6,Y,  9.4,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-03,  23.4,N,  , 1, 32.0,Y, 1, 23.9,Y, 1, 25.4,S, 85,S, 88,S,  9.4,Y, 16.6,Y,ESE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-04,  57.6,N,  , 1, 32.1,Y, 1, 23.5,Y, 1, 25.9,S, 92,S, 97,S,  7.6,Y, 11.2,Y,SE   ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-05,  14.4,N,  , 1, 31.9,Y, 1, 23.3,Y, 1, 24.8,S, 93,S, 75,S, 14.8,Y, 13.0,Y,ESE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-06,   0.0,N,  , 1, 32.1,Y, 1, 23.7,Y, 1, 24.1,S, 92,S, 62,S, 11.2,Y,  9.4,Y,ENE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-07,   0.0,N,  , 1, 32.1,Y, 1, 23.9,Y, 1, 24.1,S, 77,S, 62,S, 11.2,Y, 11.2,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-08,   0.0,N,  , 1, 32.4,Y, 1, 22.8,Y, 1, 23.2,S, 82,S, 54,S,  9.4,Y, 11.2,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-09,   0.0,N,  , 1, 32.2,Y, 1, 22.4,Y, 1, 23.2,S, 77,S, 59,S,  9.4,Y, 13.0,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-10,   0.0,N,  , 1, 32.7,Y, 1, 23.7,Y, 1, 23.2,S, 69,S, 55,S, 13.0,Y, 14.8,Y,ESE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-11,   0.0,N,  , 1, 32.1,Y, 1, 22.3,Y, 1, 22.3,S, 64,S, 50,S, 11.2,Y, 11.2,Y,E    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-12,   0.4,N,  , 1, 32.0,Y, 1, 23.0,Y, 1, 21.4,S, 65,S, 50,S, 14.8,Y, 16.6,Y,E    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-13,   0.0,N,  , 1, 31.8,Y, 1, 22.4,Y, 1, 22.3,S, 68,S, 60,S, 13.0,Y, 14.8,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-14,   6.2,N,  , 1, 32.3,Y, 1, 23.9,Y, 1, 22.2,S, 83,S, 54,S, 11.2,Y, 16.6,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-15,   0.0,N,  , 1, 32.5,Y, 1, 23.4,Y, 1, 23.0,S, 69,S, 61,S, 16.6,Y, 14.8,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-16,   1.4,N,  , 1, 33.3,Y, 1, 23.9,Y, 1, 23.2,S, 76,S, 59,S, 18.4,Y, 13.0,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-17,   0.2,N,  , 1, 32.0,Y, 1, 22.5,Y, 1, 20.4,S, 75,S, 42,S, 11.2,Y, 18.4,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-18,   0.0,N,  , 1, 32.2,Y, 1, 20.6,Y, 1, 22.0,S, 78,S, 56,S,  7.6,Y, 11.2,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-19,   0.0,N,  , 1, 31.6,Y, 1, 22.4,Y, 1, 21.8,S, 80,S, 50,S, 13.0,Y, 14.8,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-20,   0.0,N,  , 1, 31.8,Y, 1, 22.1,Y, 1, 24.1,S, 87,S, 71,S,  9.4,Y,  9.4,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-21,   0.0,N,  , 1, 32.1,Y, 1, 23.0,Y, 1, 25.2,S, 87,S, 89,S, 13.0,Y, 16.6,Y,ESE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-22,   0.0,N,  , 1, 32.1,Y, 1, 22.7,Y, 1, 24.4,S, 84,S, 71,S, 11.2,Y, 14.8,Y,ESE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-23,   0.0,N,  , 1, 32.0,Y, 1, 22.2,Y, 1, 24.7,S, 87,S, 76,S, 11.2,Y, 14.8,Y,SE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-24,   0.0,N,  , 1, 32.4,Y, 1, 21.4,Y, 1, 22.7,S, 85,S, 54,S, 11.2,Y, 18.4,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-25,   0.0,N,  , 1, 32.4,Y, 1, 22.0,Y, 1, 21.7,S, 77,S, 52,S, 13.0,Y, 14.8,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-26,   0.0,N,  , 1, 31.9,Y, 1, 20.2,Y, 1, 23.4,S,   , , 66,S, 11.2,Y, 11.2,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-27,   0.0,N,  , 1, 32.1,Y, 1, 22.0,Y, 1, 22.6,S, 84,S, 60,S,  9.4,Y,  9.4,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-28,   0.0,N,  , 1, 31.5,Y, 1, 18.7,Y, 1, 21.2,S, 75,S, 62,S, 11.2,Y,  9.4,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-29,   0.0,N,  , 1, 32.1,Y, 1, 21.8,Y, 1, 21.7,S, 82,S, 49,S, 13.0,Y, 16.6,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-04-30,   0.0,N,  , 1, 32.4,Y, 1, 21.9,Y, 1, 21.3,S, 77,S, 54,S, 18.4,Y, 16.6,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-01,   0.0,N,  , 1, 32.8,Y, 1, 23.6,Y, 1, 22.6,S, 71,S, 67,S, 20.5,Y, 16.6,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-02,   0.0,N,  , 1, 32.5,Y, 1, 24.7,Y, 1, 22.9,S, 76,S, 59,S, 16.6,Y, 16.6,Y,SSE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-03,   0.0,N,  , 1, 32.0,Y, 1, 22.6,Y, 1, 21.2,S, 65,S, 51,S, 13.0,Y, 16.6,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-04,   0.0,N,  , 1, 32.0,Y, 1, 20.4,Y, 1, 21.4,S, 74,S, 53,S, 11.2,Y, 16.6,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-05,   0.0,N,  , 1, 31.6,Y, 1, 22.4,Y, 1, 20.8,S, 69,S, 55,S, 14.8,Y, 16.6,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-06,   0.0,N,  , 1, 31.6,Y, 1, 21.0,Y, 1, 18.5,S, 75,S, 52,S, 14.8,Y, 16.6,Y,SSE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-07,   0.0,N,  , 1, 31.4,Y, 1, 18.8,Y, 1, 20.6,S, 71,S, 54,S,  9.4,Y, 13.0,Y,SSE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-08,   0.0,N,  , 1, 31.3,Y, 1, 19.0,Y, 1, 20.2,S, 68,S, 49,S,  9.4,Y, 14.8,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-09,   0.0,N,  , 1, 31.0,Y, 1, 21.4,Y, 1, 20.1,S, 71,S, 53,S, 14.8,Y, 13.0,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-10,   0.0,N,  , 1, 31.3,Y, 1, 23.0,Y, 1, 21.7,S, 74,S, 57,S, 11.2,Y, 18.4,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-11,   0.0,N,  , 1, 32.5,Y, 1, 22.8,Y, 1, 21.9,S, 73,S, 55,S, 16.6,Y, 18.4,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-12,   0.0,N,  , 1, 31.5,Y, 1, 21.7,Y, 1, 22.6,S, 79,S, 59,S, 13.0,Y, 13.0,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-13,   0.0,N,  , 1, 31.5,Y, 1, 22.5,Y, 1, 23.0,S, 78,S, 60,S, 13.0,Y, 14.8,Y,ESE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-14,   0.0,N,  , 1, 31.1,Y, 1, 23.8,Y, 1, 22.3,S, 78,S, 62,S,  7.6,Y, 13.0,Y,SE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-15,   0.0,N,  , 1, 32.0,Y, 1, 22.3,Y, 1, 21.4,S, 78,S, 57,S, 11.2,Y, 14.8,Y,SE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-16,   0.0,N,  , 1, 31.7,Y, 1, 22.7,Y, 1, 21.2,S, 78,S, 52,S, 13.0,Y, 14.8,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-17,   0.0,N,  , 1, 32.2,Y, 1, 24.3,Y, 1, 21.9,S, 67,S, 58,S, 11.2,Y, 14.8,Y,E    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-18,   0.0,N,  , 1, 31.8,Y, 1, 21.1,Y, 1, 20.3,S, 82,S, 45,S, 13.0,Y, 20.5,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-19,   0.0,N,  , 1, 30.5,Y, 1, 21.5,Y, 1, 19.3,S, 69,S, 50,S, 16.6,Y, 16.6,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-20,   0.0,N,  , 1, 30.3,Y, 1, 19.8,Y, 1, 18.5,S, 74,S, 46,S, 14.8,Y, 13.0,Y,SSE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-21,   0.0,N,  , 1, 30.9,Y, 1, 20.4,Y, 1, 19.6,S, 74,S, 51,S, 13.0,Y, 11.2,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-22,   0.0,N,  , 1, 30.5,Y, 1, 21.1,Y, 1, 20.2,S, 74,S, 60,S, 14.8,Y, 14.8,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-23,   0.0,N,  , 1, 29.4,Y, 1, 21.6,Y, 1, 19.5,S, 75,S, 57,S, 13.0,Y, 13.0,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-24,   0.0,N,  , 1, 30.8,Y, 1, 20.9,Y, 1, 19.3,S, 67,S, 50,S, 14.8,Y, 14.8,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-25,   0.0,N,  , 1, 30.5,Y, 1, 21.0,Y, 1, 20.8,S, 76,S, 55,S, 14.8,Y, 14.8,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-26,   0.0,N,  , 1, 30.5,Y, 1, 22.9,Y, 1, 21.2,S, 76,S, 77,S, 14.8,Y, 13.0,Y,SE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-27,   0.4,N,  , 1, 31.3,Y, 1, 21.0,Y, 1, 20.3,S, 74,S, 56,S, 16.6,Y, 22.3,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-28,   0.0,N,  , 1, 29.9,Y, 1, 21.9,Y, 1, 19.1,S, 57,S, 63,S, 16.6,Y, 18.4,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-29,   0.0,N,  , 1, 29.4,Y, 1, 23.1,Y, 1, 18.2,S, 64,S, 52,S, 18.4,Y, 20.5,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-30,   0.0,N,  , 1, 29.8,Y, 1, 20.9,Y, 1, 17.1,S, 62,S, 50,S,  9.4,Y, 18.4,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-05-31,   0.0,N,  , 1, 29.2,Y, 1, 20.9,Y, 1, 15.9,S, 62,S, 44,S, 18.4,Y, 18.4,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-01,   0.0,N,  , 1, 30.1,Y, 1, 20.3,Y, 1, 15.7,S, 56,S, 39,S, 20.5,Y, 16.6,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-02,   0.0,N,  , 1, 29.7,Y, 1, 17.5,Y, 1, 17.7,S, 68,S, 50,S, 13.0,Y, 14.8,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-03,   0.0,N,  , 1, 30.6,Y, 1, 19.7,Y, 1, 18.6,S, 68,S, 54,S, 14.8,Y, 13.0,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-04,   0.0,N,  , 1, 31.3,Y, 1, 20.8,Y, 1, 20.9,S, 78,S, 55,S, 18.4,Y, 11.2,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-05,   0.0,N,  , 1, 31.5,Y, 1, 23.2,Y, 1, 21.8,S, 69,S, 60,S, 16.6,Y, 20.5,Y,ESE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-06,   0.2,N,  , 1, 31.2,Y, 1, 23.0,Y, 1, 22.5,S, 85,S, 63,S, 16.6,Y, 20.5,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-07,   0.0,N,  , 1, 30.4,Y, 1, 22.8,Y, 1, 22.0,S, 88,S, 66,S,  9.4,Y, 13.0,Y,SSE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-08,   0.0,N,  , 1, 28.7,Y, 1, 22.9,Y, 1, 20.9,S, 75,S, 69,S, 20.5,Y, 18.4,Y,SE   ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-09,   0.0,N,  , 1, 30.2,Y, 1, 23.4,Y, 1, 22.0,S, 80,S, 70,S, 18.4,Y, 18.4,Y,SSE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-10,   0.0,N,  , 1, 30.7,Y, 1, 21.4,Y, 1, 21.6,S, 84,S, 64,S, 14.8,Y, 18.4,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2008-06-11,   0.0,N,  , 1, 30.9,Y, 1, 21.6,Y, 1, 21.1,S, 82,S, 64,S, 18.4,Y, 20.5,Y,SSE  ,Y,ESE  ,Y,#
